"","HUC","Stressor","simulation","dose","sys.cap"
"1505","0402040101","StressorD","12",4.99999911764736,0.2
"1506","0402040101","StressorD","13",4.99999956168815,0.2
"1507","0402040101","StressorD","14",4.9999910333402,0.2
"1508","0402040101","StressorD","15",5.00000107454535,0.2
"1509","0402040101","StressorD","16",5.00000787301767,0.2
"1510","0402040101","StressorD","17",4.99999298699042,0.2
"1511","0402040101","StressorD","18",5.00000626184215,0.2
"1512","0402040101","StressorD","19",5.00000660947218,0.2
"1513","0402040101","StressorD","2",5.00000400680796,0.2
"1514","0402040101","StressorD","20",4.9999924670412,0.2
"1515","0402040101","StressorD","21",5.00000418975648,0.2
"1516","0402040101","StressorD","22",4.99999880117197,0.2
"1517","0402040101","StressorD","23",5.0000023366726,0.2
"1518","0402040101","StressorD","24",5.00000040641048,0.2
"1519","0402040101","StressorD","25",4.99999334062252,0.2
"1520","0402040101","StressorD","26",4.99999648488306,0.2
"1521","0402040101","StressorD","27",4.99999256687832,0.2
"1522","0402040101","StressorD","28",4.99999904461912,0.2
"1523","0402040101","StressorD","29",5.00000400586432,0.2
"1524","0402040101","StressorD","3",4.9999993410313,0.2
"1525","0402040101","StressorD","30",4.99999996546543,0.2
"1526","0402040101","StressorD","31",5.0000025457145,0.2
"1527","0402040101","StressorD","32",4.99999864639879,0.2
"1528","0402040101","StressorD","33",5.00000090651746,0.2
"1529","0402040101","StressorD","34",5.00000369008804,0.2
"1530","0402040101","StressorD","35",4.99999707146239,0.2
"1531","0402040101","StressorD","36",5.00000173401269,0.2
"1532","0402040101","StressorD","37",4.99999684719749,0.2
"1533","0402040101","StressorD","38",5.00000075861655,0.2
"1534","0402040101","StressorD","39",4.99999153548227,0.2
"1535","0402040101","StressorD","4",4.99999948607317,0.2
"1536","0402040101","StressorD","40",4.99998231707361,0.2
"1537","0402040101","StressorD","41",4.99999824551949,0.2
"1538","0402040101","StressorD","42",4.99999730857715,0.2
"1539","0402040101","StressorD","43",4.99999420064753,0.2
"1540","0402040101","StressorD","44",4.99999534241295,0.2
"1541","0402040101","StressorD","45",4.99999838791424,0.2
"1542","0402040101","StressorD","46",5.00000825839819,0.2
"1543","0402040101","StressorD","47",4.99999726088047,0.2
"1544","0402040101","StressorD","48",4.99999690903037,0.2
"1545","0402040101","StressorD","49",5.00000992107545,0.2
"1546","0402040101","StressorD","5",5.00000238714947,0.2
"1547","0402040101","StressorD","50",5.00000172207385,0.2
"1548","0402040101","StressorD","51",4.99999296008719,0.2
"1549","0402040101","StressorD","52",5.00000645861097,0.2
"1550","0402040101","StressorD","53",4.99999898352485,0.2
"1551","0402040101","StressorD","54",4.99999431907073,0.2
"1552","0402040101","StressorD","55",5.00000741381827,0.2
"1553","0402040101","StressorD","56",4.99999485901889,0.2
"1554","0402040101","StressorD","57",5.00000192222616,0.2
"1555","0402040101","StressorD","58",5.00000271268252,0.2
"1556","0402040101","StressorD","59",4.99999573062906,0.2
"1557","0402040101","StressorD","6",5.00000166778815,0.2
"1558","0402040101","StressorD","60",4.99999589762942,0.2
"1559","0402040101","StressorD","61",5.00000183199405,0.2
"1560","0402040101","StressorD","62",5.00000303572812,0.2
"1561","0402040101","StressorD","63",4.99999779953943,0.2
"1562","0402040101","StressorD","64",4.99999573574705,0.2
"1563","0402040101","StressorD","65",4.99999240968694,0.2
"1564","0402040101","StressorD","66",4.9999955821599,0.2
"1565","0402040101","StressorD","67",4.99999725369871,0.2
"1566","0402040101","StressorD","68",5.00000144028463,0.2
"1567","0402040101","StressorD","69",4.99999819423175,0.2
"1568","0402040101","StressorD","7",4.99999602841396,0.2
"1569","0402040101","StressorD","70",4.99999750850835,0.2
"1570","0402040101","StressorD","71",4.99999890863181,0.2
"1571","0402040101","StressorD","72",4.9999986608347,0.2
"1572","0402040101","StressorD","73",5.00000133146741,0.2
"1573","0402040101","StressorD","74",5.00000573132403,0.2
"1574","0402040101","StressorD","75",5.00000134846693,0.2
"1575","0402040101","StressorD","76",4.999994742926,0.2
"1576","0402040101","StressorD","77",4.99999428600858,0.2
"1577","0402040101","StressorD","78",5.00000252147605,0.2
"1578","0402040101","StressorD","79",4.99999915123471,0.2
"1579","0402040101","StressorD","8",5.0000040971121,0.2
"1580","0402040101","StressorD","80",4.9999953943025,0.2
"1581","0402040101","StressorD","81",4.9999930568594,0.2
"1582","0402040101","StressorD","82",4.99999879451111,0.2
"1583","0402040101","StressorD","83",4.9999908084264,0.2
"1584","0402040101","StressorD","84",5.00000796229796,0.2
"1585","0402040101","StressorD","85",5.00000900430623,0.2
"1586","0402040101","StressorD","86",4.99999090736546,0.2
"1587","0402040101","StressorD","87",4.99999761704851,0.2
"1588","0402040101","StressorD","88",5.0000083891348,0.2
"1589","0402040101","StressorD","89",5.00000471465814,0.2
"1590","0402040101","StressorD","9",4.99999625359311,0.2
"1591","0402040101","StressorD","90",5.00000188313429,0.2
"1592","0402040101","StressorD","91",5.00000180484462,0.2
"1593","0402040101","StressorD","92",5.00000187644853,0.2
"1594","0402040101","StressorD","93",5.00000164118913,0.2
"1595","0402040101","StressorD","94",4.99999253796428,0.2
"1596","0402040101","StressorD","95",4.99999372799202,0.2
"1597","0402040101","StressorD","96",5.0000002061466,0.2
"1598","0402040101","StressorD","97",4.99999985248237,0.2
"1599","0402040101","StressorD","98",5.00000196219123,0.2
"1600","0402040101","StressorD","99",4.99999938960217,0.2
